CustomerID,Recency,Frequency,Monetary,Cluster
13515.0,72,59,891.12,1
13516.0,20,44,1389.41,0
13517.0,59,141,2128.42,0
13518.0,85,38,659.4399999999999,1
13519.0,77,8,122.75,1
13520.0,58,93,3624.35,0
13521.0,0,436,1093.65,0
13522.0,29,5,125.80000000000001,0
13523.0,32,172,3964.88,0
13524.0,40,27,680.1800000000001,0
13525.0,14,6,628.78,0
13527.0,33,223,2287.51,0
13529.0,78,15,307.76,1
13531.0,204,22,483.8,3
13532.0,33,66,210.31,0
13533.0,182,76,270.79,1
13534.0,1,296,5870.08,0
13536.0,0,179,3448.29,0
13538.0,42,25,1280.85,0
13539.0,85,37,631.34,1
13544.0,39,87,291.41,0
13546.0,11,98,626.99,0
13548.0,95,124,682.41,1
13549.0,25,51,918.2,0
13551.0,318,4,91.80000000000001,3
13552.0,65,109,3740.07,0
13555.0,73,136,4149.28,0
13557.0,27,34,584.06,0
13558.0,5,175,605.06,0
13560.0,6,33,174.37,0
13561.0,215,14,141.85999999999999,3
13562.0,81,82,1799.33,1
13563.0,83,49,777.53,1
13564.0,143,83,1749.02,1
13565.0,18,38,240.22,0
13566.0,40,176,874.71,0
13568.0,172,44,192.85,1
13569.0,16,85,373.75,0
13570.0,242,27,239.49,3
13571.0,12,341,2092.32,0
13572.0,205,33,1384.25,3
13573.0,49,26,294.4,1
13575.0,22,46,732.0699999999999,0
13576.0,9,126,6717.34,0
13577.0,24,83,1687.6000000000001,0
13579.0,14,23,467.04,0
13581.0,308,10,118.0,3
13583.0,155,53,781.03,1
13584.0,306,24,142.4,3
13587.0,63,8,712.4,1
13588.0,15,174,2478.95,0
13589.0,14,21,379.65,0
13590.0,10,87,1981.92,0
13591.0,64,58,1117.13,1
13592.0,35,16,247.95999999999998,0
13593.0,107,128,2037.0800000000002,1
13594.0,52,26,396.97,1
13596.0,5,166,697.04,0
13598.0,46,40,180.17000000000002,1
13599.0,0,247,5153.67,0
13600.0,311,19,219.52,3
13601.0,44,99,693.32,0
13602.0,64,23,428.89,1
13603.0,25,27,164.34,0
13606.0,28,43,280.53999999999996,0
13607.0,39,98,678.01,0
13610.0,11,226,1131.88,0
13611.0,88,74,1171.8,1
13614.0,23,201,1610.46,0
13615.0,318,23,417.69,3
13617.0,39,44,544.18,0
13618.0,173,13,177.34,1
13621.0,116,19,213.85,1
13623.0,30,81,747.78,0
13626.0,252,19,257.23,3
13627.0,58,92,1638.47,0
13629.0,22,59,7792.36,0
13630.0,4,71,2031.78,0
13631.0,99,11,3070.42,1
13632.0,24,146,2121.27,0
13634.0,32,188,1575.16,0
13635.0,67,62,1071.03,1
13636.0,36,63,949.12,0
13637.0,51,101,810.5,0
13638.0,15,8,122.64,0
13639.0,73,40,1033.34,1
13642.0,215,66,354.8,3
13643.0,30,28,519.44,0
13644.0,15,146,2624.26,0
13645.0,119,5,252.1,1
13647.0,9,79,1678.1200000000001,0
13649.0,256,23,346.6,3
13650.0,16,96,1836.34,0
13651.0,34,6,94.2,0
13652.0,45,63,1095.08,0
13654.0,42,166,2707.33,0
13655.0,113,56,932.97,1
13656.0,164,49,379.65,1
13657.0,10,16,382.14,0
13658.0,9,108,2639.17,0
13659.0,205,104,1573.2,3
13662.0,85,53,897.76,1
13663.0,178,13,189.47,1
13666.0,59,12,84.65,1
13667.0,148,87,305.02,1
13668.0,2,470,6363.59,0
13669.0,50,9,218.55,1
13670.0,74,25,349.7,1
13672.0,300,6,186.39000000000001,3
13673.0,18,65,396.92,0
13675.0,150,25,486.82000000000005,1
13678.0,151,16,232.6,1
13680.0,0,195,3722.42,0
13681.0,17,57,827.83,0
13682.0,186,3,59.5,3
13684.0,285,30,67.23,3
13685.0,2,39,3119.44,0
13686.0,182,8,72.0,1
13689.0,62,6,910.0,1
13690.0,58,9,172.25,1
13692.0,24,53,1488.32,0
13694.0,3,568,65039.62,0
13695.0,30,90,2504.13,0
13697.0,38,12,151.29999999999998,1
13699.0,154,14,308.58000000000004,1
13700.0,25,197,2265.12,0
13703.0,317,1,99.5,3
13704.0,4,134,2308.06,0
13705.0,7,28,711.86,0
13706.0,302,20,330.79,3
13707.0,266,48,806.41,3
13708.0,270,51,296.88,3
13709.0,3,336,6328.05,0
13710.0,31,8,180.48,0
13711.0,218,13,252.06,3
13712.0,246,10,228.84,3
13715.0,280,105,1079.34,3
13716.0,268,21,138.28,3
13717.0,31,102,1445.01,0
13718.0,245,12,306.55,3
13719.0,14,60,1041.68,0
13720.0,116,43,799.9,1
13721.0,35,28,524.14,0
13722.0,131,85,2375.41,1
13723.0,216,6,199.85000000000002,3
13725.0,49,104,1980.56,0
13726.0,38,42,1079.6599999999999,0
13727.0,28,20,333.48,0
13728.0,36,63,1016.14,0
13730.0,135,43,752.6,1
13731.0,218,38,610.59,3
13732.0,27,33,491.86,0
13735.0,24,196,2885.2400000000002,0
13736.0,4,191,731.9,0
13737.0,199,30,339.59999999999997,3
13739.0,17,3,216.9,0
13740.0,240,23,350.75,3
13741.0,71,34,668.4300000000001,1
13742.0,16,321,3131.02,0
13743.0,2,41,1341.6,0
13744.0,94,72,1156.36,1
13745.0,161,25,300.04,1
13747.0,373,1,79.6,3
13748.0,95,28,948.25,1
13750.0,53,24,1647.26,1
13751.0,287,9,296.25,3
13752.0,123,76,1186.28,1
13753.0,287,35,741.26,3
13754.0,151,12,282.59999999999997,1
13755.0,3,342,2161.35,0
13756.0,1,142,5189.52,0
13758.0,11,117,3190.55,0
13759.0,32,25,659.4100000000001,0
13760.0,53,57,286.79,1
13761.0,49,70,1070.65,0
13762.0,218,7,306.72,3
13763.0,62,15,1714.96,1
13764.0,70,208,1521.76,0
13767.0,1,368,17220.36,0
13769.0,1,135,2796.51,0
13771.0,63,119,2634.45,0
13772.0,33,177,1132.13,0
13774.0,81,22,345.0,1
13777.0,0,197,25977.16,0
13778.0,102,9,178.7,1
13780.0,6,57,360.01,0
13781.0,250,17,127.84,3
13782.0,12,115,912.0,0
13784.0,9,31,2462.79,0
13786.0,366,7,230.39999999999998,3
13787.0,75,31,309.04,1
13790.0,3,45,348.8,0
13791.0,127,11,1516.0,1
13792.0,65,13,195.55,1
13798.0,0,349,37153.85,0
13799.0,116,39,688.86,1
13800.0,309,33,558.32,3
13801.0,66,23,324.8,1
13802.0,138,60,4599.42,1
13803.0,254,17,277.07,3
13804.0,30,137,2635.79,0
13805.0,51,13,924.6,1
13806.0,63,10,256.38,1
13807.0,366,7,112.6,3
13808.0,5,76,1747.66,0
13809.0,304,12,155.05,3
13810.0,28,35,1499.01,0
13811.0,183,13,814.5,1
13812.0,41,36,539.0,0
13813.0,39,69,1366.8600000000001,0
13814.0,91,57,1579.12,1
13815.0,21,176,4027.36,0
13816.0,23,28,571.6700000000001,0
13817.0,28,24,382.98,0
13819.0,301,36,1140.35,3
13821.0,144,59,385.64,1
13822.0,5,96,632.0,0
13823.0,18,40,957.66,0
13824.0,32,46,1698.94,0
13826.0,175,10,189.5,1
13827.0,57,93,412.05,1
13828.0,21,15,209.49,0
13831.0,15,74,2202.99,0
13832.0,18,3,52.199999999999996,0
13833.0,158,29,384.8,1
13835.0,24,55,834.57,0
13837.0,211,19,271.24,3
13838.0,5,174,691.73,0
13841.0,252,1,85.0,3
13842.0,58,206,3385.62,0
13844.0,10,20,361.62,0
13845.0,64,9,312.98,1
13846.0,24,55,865.0600000000001,0
13848.0,91,5,1255.0,1
13849.0,51,101,1537.95,0
13850.0,128,93,1595.48,1
13851.0,95,81,2651.46,1
13853.0,56,23,1090.14,1
13854.0,8,110,8109.5199999999995,0
13856.0,168,14,388.5,1
13858.0,56,11,216.17,1
13859.0,325,28,201.16,3
13860.0,0,76,1245.9,0
13862.0,17,139,2209.36,0
13863.0,247,20,305.78,3
13865.0,57,30,501.56,1
13866.0,73,7,145.67000000000002,1
13867.0,30,61,1015.29,0
13868.0,6,33,3192.54,0
13869.0,122,307,3104.95,1
13870.0,1,115,2770.94,0
13871.0,22,336,6403.25,0
13873.0,119,23,389.6,1
13874.0,357,18,540.45,3
13875.0,53,104,1786.79,0
13876.0,63,7,122.7,1
13877.0,85,3,117.24,1
13878.0,54,36,1281.53,1
13880.0,20,165,3219.77,0
13881.0,3,178,17159.52,0
13882.0,2,65,1191.13,0
13883.0,10,142,2674.48,0
13884.0,6,59,787.6,0
13885.0,188,28,506.8,3
13886.0,70,16,243.56,1
13887.0,203,19,349.55,3
13888.0,119,40,605.63,1
13889.0,92,15,416.90000000000003,1
13890.0,0,110,1883.8100000000002,0
13892.0,26,27,632.97,0
13893.0,297,21,821.1,3
13894.0,23,27,564.62,0
13895.0,27,118,2593.07,0
13897.0,49,17,311.16,1
13898.0,325,12,155.93,3
13899.0,15,19,388.52,0
13900.0,182,43,740.95,1
13901.0,71,149,2867.2,0
13904.0,36,26,332.64,0
13908.0,79,122,2369.55,1
13911.0,56,148,2580.91,0
13914.0,11,33,626.45,0
13917.0,49,18,272.04,1
13918.0,49,30,1212.8400000000001,1
13919.0,58,28,384.81,1
13922.0,351,7,172.25,3
13923.0,53,20,351.13,1
13924.0,1,117,1838.8500000000001,0
13925.0,92,41,678.25,1
13926.0,22,11,223.85000000000002,0
13927.0,74,21,348.99,1
13928.0,10,27,464.57,0
13929.0,168,9,842.65,1
13930.0,57,17,337.34,1
13931.0,95,58,1237.53,1
13932.0,294,16,307.4,3
13933.0,108,23,608.7900000000001,1
13934.0,263,31,922.1,3
13936.0,179,26,376.58,1
13937.0,168,9,158.85,1
13938.0,34,7,71.66,0
13939.0,22,45,568.55,0
13940.0,16,49,839.14,0
13941.0,21,45,5112.96,0
13946.0,78,11,561.5699999999999,1
13947.0,64,5,90.6,1
13948.0,360,3,102.0,3
13949.0,2,160,2427.32,0
13950.0,10,35,745.06,0
13951.0,175,39,674.45,1
13952.0,217,137,3251.071,3
13953.0,6,20,3515.68,0
13954.0,1,25,439.92,0
13955.0,153,33,322.96,1
13956.0,4,152,1026.42,0
13959.0,78,92,598.2,1
13960.0,20,12,230.22,0
13962.0,21,11,169.55,0
13963.0,307,35,664.54,3
13967.0,145,2,80.7,1
13969.0,6,626,9053.94,0
13971.0,18,149,2758.26,0
13972.0,70,15,190.25,1
13973.0,286,11,264.7,3
13974.0,48,28,413.59000000000003,1
13975.0,30,338,2526.28,0
13976.0,206,10,357.98,3
13978.0,14,15,196.79000000000002,0
13979.0,72,54,869.87,1
13980.0,59,11,200.14,1
13982.0,38,111,1871.81,0
13983.0,29,107,2603.43,0
13984.0,26,16,920.51,0
13985.0,3,351,7060.13,0
13986.0,16,13,320.46,0
13988.0,19,234,4147.96,0
13989.0,65,41,1266.08,1
13990.0,212,16,311.3,3
13991.0,11,84,855.97,0
13992.0,29,5,76.8,0
13993.0,42,121,3466.36,0
13994.0,3,155,2313.14,0
13995.0,14,86,1393.69,0
13999.0,9,208,3901.81,0
14000.0,210,15,635.66,3
14001.0,45,39,2043.0800000000002,0
14002.0,133,47,529.73,1
14004.0,42,171,4582.64,0
14005.0,9,84,2874.72,0
14006.0,115,30,962.19,1
14009.0,197,42,695.61,3
14012.0,277,11,328.8,3
14013.0,109,34,473.02,1
14014.0,76,39,505.18,1
14015.0,52,20,917.34,1
14016.0,161,161,4341.21,1
14019.0,46,66,1421.61,0
14020.0,16,39,642.8,0
14021.0,154,22,631.9,1
14022.0,224,28,440.0,3
14023.0,6,31,584.07,0
14024.0,121,16,327.7,1
14027.0,60,6,104.82,1
14029.0,62,15,467.66,1
14030.0,17,243,2360.09,0
14031.0,6,250,17286.86,0
14032.0,1,143,2975.59,0
14034.0,21,89,651.8199999999999,0
14035.0,28,66,1428.02,0
14036.0,284,38,626.65,3
14037.0,175,28,147.20000000000002,1
14038.0,77,92,1560.38,1
14039.0,32,6,152.2,0
14040.0,40,235,3614.92,0
14041.0,265,21,141.41,3
14044.0,26,209,652.82,0
14045.0,108,6,1659.75,1
14046.0,283,14,154.99,3
14047.0,8,32,1308.6100000000001,0
14048.0,304,85,409.93,3
14049.0,16,488,5681.72,0
14050.0,31,54,746.36,0
14051.0,0,210,15610.390000000001,0
14052.0,19,56,225.36,0
14053.0,123,4,260.25,1
14054.0,64,6,92.46,1
14055.0,105,10,725.6400000000001,1
14056.0,0,1106,8214.65,0
14057.0,23,284,6217.96,0
14059.0,266,8,183.6,3
14060.0,4,202,6140.42,0
14062.0,9,111,10464.85,0
14064.0,28,80,1353.74,0
14066.0,266,7,152.55,3
14067.0,63,52,374.7,1
14068.0,319,24,265.85,3
14071.0,3,324,1438.82,0
14073.0,31,13,151.04,0
14075.0,4,43,942.26,0
14076.0,128,46,122.47,1
14077.0,40,42,499.41999999999996,0
14078.0,101,65,1049.37,1
14079.0,124,12,375.1,1
14080.0,32,4,45.599999999999994,0
14081.0,301,153,934.52,3
14082.0,364,29,182.25,3
14083.0,3,181,1018.43,0
14085.0,1,450,4448.54,0
14087.0,2,69,194.42,0
14088.0,9,589,50491.81,0
14089.0,56,14,161.0,1
14090.0,324,1,76.32000000000001,3
14092.0,7,214,4076.91,0
14093.0,11,105,442.85,0
14096.0,3,5111,65164.79,2
14098.0,36,21,147.35,0
14099.0,15,250,3104.17,0
14100.0,137,26,194.9,1
14101.0,73,35,5976.79,1
14102.0,4,79,1360.28,0
14104.0,154,21,216.20999999999998,1
14105.0,238,74,1266.23,3
14107.0,51,123,2703.23,0
14108.0,30,34,597.91,0
14109.0,72,9,144.2,1
14110.0,3,156,5683.15,0
14111.0,13,10,692.85,0
14112.0,22,160,2915.15,0
14113.0,3,34,1840.42,0
14114.0,273,15,386.53,3
14116.0,19,72,1382.74,0
14117.0,143,3,90.0,1
14121.0,3,159,2780.15,0
14124.0,83,5,419.58000000000004,1
14125.0,10,167,2740.43,0
14126.0,7,15,706.1300000000001,0
14127.0,122,44,709.71,1
14128.0,60,46,637.5,1
14129.0,1,52,1123.8600000000001,0
14130.0,318,67,483.86,3
14132.0,1,200,3586.0299999999997,0
14133.0,129,28,605.64,1
14135.0,1,134,4690.31,0
14138.0,1,47,982.3800000000001,0
14139.0,45,26,415.82,1
14140.0,3,66,935.05,0
14141.0,2,40,915.13,0
14142.0,372,22,311.81,3
14143.0,133,7,115.8,1
14145.0,46,11,3742.2,0
14146.0,8,210,4191.0,0
14147.0,77,5,483.4,1
14148.0,233,3,157.2,3
14149.0,220,28,446.62,3
14150.0,35,26,658.64,0
14152.0,74,49,621.29,1
14154.0,238,52,1345.62,3
14155.0,265,6,118.75,3
14156.0,9,1400,117379.63,2
14157.0,19,48,432.88,0
14158.0,39,41,507.66,0
14159.0,19,1204,4693.01,0
14161.0,215,108,1110.52,3
14162.0,173,25,289.36,1
14163.0,86,52,2445.91,1
14164.0,70,29,1631.77,1
14165.0,275,25,122.53999999999999,3
14167.0,38,52,574.84,0
14171.0,97,58,363.79,1
14173.0,10,29,450.84,0
14174.0,32,26,134.46,0
14175.0,59,149,3222.3,0
14176.0,296,31,576.9000000000001,3
14177.0,85,42,559.41,1
14178.0,8,327,1620.93,0
14179.0,40,165,719.78,0
14180.0,10,240,4748.52,0
14184.0,66,24,452.89,1
14185.0,330,3,197.65,3
14188.0,30,65,2054.36,0
14189.0,1,265,4654.08,0
14191.0,1,259,4684.76,0
14193.0,67,42,853.39,1
14194.0,4,579,11349.52,0
14195.0,201,7,1012.0,3
14196.0,106,6,335.52,1
14198.0,17,39,701.4,0
14199.0,217,2,185.39999999999998,3
14201.0,59,37,747.44,1
14204.0,1,44,161.03,0
14205.0,16,24,466.7,0
14206.0,238,20,328.15999999999997,3
14208.0,94,10,151.74,1
14209.0,10,87,2073.43,0
14210.0,105,102,1905.8400000000001,1
14211.0,52,112,2241.1,0
14212.0,89,9,1070.48,1
14214.0,30,67,1004.38,0
14215.0,11,108,1789.72,0
14216.0,2,59,1839.3,0
14217.0,1,100,2004.98,0
14218.0,42,12,169.48000000000002,1
14219.0,3,7,89.94,0
14220.0,246,21,632.4,3
14221.0,41,193,3432.8,0
14222.0,176,41,683.17,1
14223.0,91,60,991.13,1
14224.0,109,118,1050.12,1
14226.0,28,67,2232.19,0
14227.0,25,175,3350.96,0
14229.0,51,40,1547.2,1
14231.0,183,50,925.71,1
14232.0,42,115,2048.07,0
14233.0,48,35,1462.72,1
14234.0,21,159,775.46,0
14235.0,74,79,3144.86,1
14236.0,80,15,490.86,1
14237.0,372,9,161.0,3
14238.0,325,8,146.85,3
14239.0,42,112,2380.85,0
14240.0,29,42,890.34,0
14241.0,183,10,213.70000000000002,1
14242.0,234,16,280.55,3
14243.0,8,141,2588.77,0
14245.0,219,108,1693.45,3
14246.0,110,75,1474.06,1
14247.0,277,20,136.76999999999998,3
14248.0,317,8,302.58,3
14250.0,6,111,1904.05,0
14251.0,1,78,2879.7000000000003,0
14256.0,259,53,969.0600000000001,3
14257.0,63,106,3099.7200000000003,0
14258.0,8,111,12669.98,0
14259.0,141,5,120.0,1
14261.0,50,52,1163.45,1
14262.0,7,143,2618.23,0
14264.0,154,17,333.97,1
14265.0,108,31,530.18,1
14267.0,162,55,1516.24,1
14270.0,331,29,492.65000000000003,3
14271.0,225,10,112.32,3
14272.0,73,33,437.96,1
14273.0,50,29,559.97,1
14276.0,98,64,1119.74,1
14277.0,14,225,4216.2,0
14280.0,196,8,134.04,3
14282.0,2,156,3729.34,0
14284.0,30,32,595.25,0
14285.0,20,27,1910.01,0
14286.0,23,280,4628.75,0
14287.0,7,9,176.63,0
14288.0,212,16,426.6,3
14289.0,8,47,911.26,0
14290.0,10,101,2314.65,0
14291.0,1,237,3883.25,0
14292.0,7,100,4871.93,0
14293.0,2,61,1046.56,0
14295.0,39,5,166.20000000000002,1
14297.0,17,62,1305.33,0
14298.0,7,1637,51527.3,0
14299.0,7,143,3965.62,0
14300.0,18,3,43.2,0
14301.0,116,13,640.14,1
14304.0,222,17,383.45,3
14305.0,70,105,1858.96,1
14306.0,50,33,2093.32,1
14307.0,88,180,2995.72,1
14309.0,7,117,2352.53,0
14311.0,242,20,310.26,3
14312.0,46,87,1611.59,0
14314.0,106,8,120.0,1
14315.0,44,101,2481.13,0
14317.0,64,24,508.58000000000004,1
14320.0,206,31,477.79,3
14321.0,10,123,1530.75,0
14323.0,114,36,605.0600000000001,1
14326.0,241,8,183.85,3
14327.0,162,12,311.65,1
14329.0,16,259,5014.84,0
14331.0,123,28,462.65999999999997,1
14332.0,22,26,866.31,0
14333.0,67,15,415.2,1
14334.0,16,162,2552.21,0
14335.0,15,63,468.26,0
14336.0,16,90,1614.91,0
14338.0,160,31,588.22,1
14339.0,242,14,309.52,3
14340.0,218,6,134.7,3
14341.0,44,129,2182.28,0
14342.0,20,21,668.5600000000001,0
14344.0,126,71,889.9300000000001,1
14345.0,38,6,108.97999999999999,1
14346.0,120,60,1021.58,1
14348.0,259,18,409.57,3
14349.0,9,31,133.5,0
14350.0,273,18,282.93,3
14351.0,164,1,51.0,1
14352.0,156,47,1078.96,1
14353.0,214,6,90.6,3
14354.0,5,9,163.62,0
14355.0,365,11,174.4,3
14356.0,79,33,701.23,1
14357.0,42,41,225.77,0
14359.0,18,55,912.18,0
14360.0,31,118,2128.23,0
14362.0,21,41,161.2,0
14364.0,108,69,3717.35,1
14367.0,7,524,9261.52,0
14368.0,319,8,155.0,3
14371.0,294,4,100.5,3
14373.0,357,4,76.55,3
14375.0,184,75,257.68,1
14377.0,190,11,617.05,3
14379.0,43,46,348.1,0
14381.0,51,56,202.68,1
14382.0,25,131,626.0699999999999,0
14383.0,37,59,1247.69,0
14385.0,8,14,202.11,0
14386.0,296,7,142.4,3
14387.0,32,140,1770.56,0
14388.0,9,186,3212.84,0
14389.0,64,45,1043.46,1
14390.0,9,286,4652.82,0
14393.0,217,5,67.95,3
14395.0,1,350,3507.71,0
14396.0,64,73,487.99,1
14397.0,2,87,2612.96,0
14400.0,148,25,574.7,1
14401.0,3,182,4051.48,0
14403.0,129,20,1475.81,1
14404.0,33,103,1474.32,0
14406.0,118,8,156.75,1
14407.0,106,73,2157.73,1
14408.0,10,107,2606.53,0
14409.0,70,54,2059.4500000000003,1
14410.0,91,194,1105.07,1
14411.0,310,14,1063.0,3
14412.0,42,43,770.03,0
14413.0,361,23,122.7,3
14414.0,91,97,1496.98,1
14415.0,0,590,5900.28,0
14416.0,21,14,490.22,0
14418.0,3,124,1937.25,0
14419.0,10,206,1058.06,0
14420.0,98,29,387.52,1
14421.0,56,27,813.11,1
14422.0,0,222,4263.64,0
14423.0,217,3,265.2,3
14424.0,17,1,322.08,0
14426.0,23,224,4481.67,0
14427.0,49,17,363.34000000000003,1
14428.0,6,144,1244.83,0
14431.0,302,17,470.36,3
14432.0,9,382,2255.51,0
14434.0,21,12,1372.8,0
14436.0,98,9,89.06,1
14437.0,365,5,63.0,3
14438.0,305,9,131.9,3
14439.0,319,32,2661.24,3
14440.0,7,55,2357.6800000000003,0
14441.0,0,51,1712.89,0
14442.0,204,63,1589.82,3
14443.0,53,93,1420.2,0
14446.0,0,293,1039.58,0
14447.0,18,70,1163.23,0
14448.0,8,20,375.35,0
14449.0,18,258,907.1,0
14450.0,180,40,483.25,1
14451.0,59,109,662.59,0
14452.0,10,62,264.44,0
14453.0,189,22,119.93,3
14456.0,4,970,3062.4,0
14457.0,310,4,113.64,3
14459.0,154,37,1837.92,1
14460.0,109,16,434.34,1
14461.0,147,180,2103.06,1
14462.0,65,240,2004.02,0
14463.0,97,6,529.62,1
14465.0,246,130,1058.6200000000001,3
14466.0,28,72,2272.4,0
14467.0,17,90,598.76,0
14470.0,11,43,461.19,0
14472.0,103,281,1936.84,0
14473.0,73,7,234.34000000000003,1
14474.0,45,29,547.66,1
14475.0,71,42,925.85,1
14476.0,256,19,215.7,3
14477.0,19,10,1309.6,0
14479.0,253,18,316.25,3
14480.0,10,13,279.05,0
14481.0,164,30,636.51,1
14482.0,17,144,2068.15,0
14483.0,281,9,137.1,3
14484.0,49,14,321.92,1
14485.0,38,47,165.75,0
14487.0,26,144,1196.33,0
14488.0,67,46,1064.28,1
14489.0,206,30,463.38,3
14491.0,174,17,340.93,1
14493.0,6,120,2383.2400000000002,0
14494.0,25,7,139.56,0
14495.0,50,6,123.8,1
14496.0,311,19,538.8100000000001,3
14497.0,308,29,475.37,3
14498.0,42,193,1957.32,0
14499.0,25,194,815.32,0
14500.0,87,7,356.85,1
14501.0,183,10,251.21,1
14502.0,19,624,2470.67,0
14503.0,2,164,3543.26,0
14504.0,46,107,673.26,0
14505.0,16,799,5905.64,0
14506.0,16,316,2012.17,0
14507.0,23,96,1383.18,0
14508.0,21,57,276.42,0
14511.0,10,68,1314.81,0
14512.0,187,23,275.28,3
14513.0,100,12,455.59000000000003,1
14514.0,60,73,1055.35,1
14515.0,17,101,2102.09,0
14517.0,32,18,330.45,0
14518.0,63,16,174.37,1
14520.0,1,4,270.6,0
14522.0,23,17,974.54,0
14523.0,107,12,241.09,1
14524.0,31,203,1867.68,0
14525.0,19,291,4332.2,0
14527.0,2,972,8508.82,0
14528.0,36,18,364.21999999999997,0
14529.0,59,229,620.04,0
14530.0,25,216,2925.91,0
14532.0,235,64,932.85,3
14533.0,24,62,1949.72,0
14534.0,2,519,4447.05,0
14535.0,59,330,2864.19,0
14536.0,259,19,171.8,3
14537.0,57,10,355.56,1
14538.0,64,19,388.25,1
14539.0,15,32,537.48,0
14540.0,9,76,996.26,0
14541.0,58,111,1461.65,0
14542.0,185,5,103.25,3
14543.0,28,72,3630.33,0
14544.0,23,114,2024.45,0
14546.0,4,399,2578.09,0
14547.0,3,366,4007.54,0
14548.0,150,4,652.8,1
14549.0,310,56,289.24,3
14550.0,10,48,765.62,0
14551.0,17,10,186.23,0
14552.0,151,58,165.07,1
14553.0,18,113,859.27,0
14554.0,9,216,2381.04,0
14555.0,56,21,324.14,1
14557.0,84,16,788.38,1
14560.0,6,74,2237.77,0
14561.0,75,69,1080.76,1
14562.0,3,423,5074.77,0
14565.0,95,127,3099.12,1
14566.0,110,4,1432.0,1
14567.0,56,33,1530.3600000000001,1
14569.0,0,12,227.39,0
14570.0,280,29,218.06,3
14572.0,2,270,2832.84,0
14573.0,179,235,1653.42,1
14576.0,371,1,35.400000000000006,3
14577.0,12,123,859.71,0
14578.0,2,24,168.63,0
14581.0,16,17,138.6,0
14582.0,40,6,114.11,1
14583.0,5,330,1052.55,0
14584.0,168,100,1042.26,1
14585.0,49,29,157.05,1
14586.0,276,19,237.36,3
14587.0,18,383,1601.14,0
14589.0,371,3,39.75,3
14591.0,14,197,1447.14,0
14592.0,34,164,570.46,0
14593.0,21,152,617.99,0
14594.0,6,53,379.83,0
14595.0,19,102,1740.6,0
14597.0,10,55,883.15,0
14598.0,43,50,221.97,0
14600.0,305,25,393.33000000000004,3
14601.0,10,7,213.96,0
14603.0,274,2,660.0,3
14606.0,0,2700,12156.65,0
14607.0,15,86,16569.5,0
14608.0,3,20,1785.15,0
14609.0,71,4,601.56,1
14616.0,242,3,406.08000000000004,3
14618.0,8,16,553.44,0
14619.0,245,20,394.44,3
14620.0,205,26,412.78000000000003,3
14621.0,0,92,1788.3600000000001,0
14622.0,184,21,320.58000000000004,1
14623.0,31,134,889.25,0
14624.0,56,13,225.85,1
14625.0,195,53,899.63,3
14626.0,23,122,2791.27,0
14628.0,90,24,671.96,1
14629.0,3,152,959.01,0
14631.0,50,41,1006.98,1
14632.0,262,8,114.56,3
14633.0,265,20,344.90000000000003,3
14636.0,35,28,609.85,0
14638.0,50,16,443.6,1
14639.0,51,172,2984.49,0
14640.0,23,106,2125.08,0
14641.0,21,7,110.46,0
14642.0,58,2,96.12,1
14643.0,169,31,693.8100000000001,1
14644.0,67,26,830.76,1
14645.0,156,30,597.09,1
14646.0,1,2080,280206.02,2
14647.0,200,30,243.22,3
14649.0,4,199,1417.29,0
14651.0,66,102,654.6,1
14652.0,76,29,114.18,1
14653.0,0,237,1947.55,0
14655.0,7,49,1932.23,0
14656.0,168,80,291.05,1
14657.0,17,126,848.22,0
14658.0,4,29,247.15,0
14659.0,8,253,2529.93,0
14660.0,86,30,285.74,1
14661.0,26,4,107.95,0
14662.0,28,168,771.17,0
14664.0,19,99,637.89,0
14665.0,60,90,1835.7,0
14666.0,23,14,195.25,0
14667.0,10,573,9241.2,0
14669.0,241,170,1269.99,3
14670.0,279,132,411.53,3
14672.0,234,61,765.55,3
14673.0,2,74,1736.4,0
14675.0,15,102,604.75,0
14676.0,30,42,2548.2400000000002,0
14680.0,24,258,28754.11,0
14681.0,70,7,498.95,1
14682.0,187,2,52.0,3
14684.0,25,421,1236.28,0
14687.0,106,15,628.38,1
14688.0,7,327,5630.87,0
14689.0,208,13,112.8,3
14690.0,43,50,371.7,0
14691.0,30,71,2114.33,0
14692.0,136,68,591.55,1
14693.0,264,8,172.9,3
14696.0,3,130,2078.95,0
14697.0,217,22,188.60999999999999,3
14698.0,1,210,1250.76,0
14699.0,213,8,109.13000000000001,3
14700.0,31,115,2235.3,0
14701.0,10,335,2549.37,0
14702.0,0,347,3292.14,0
14703.0,14,22,318.17,0
14704.0,10,415,1546.91,0
14705.0,198,1,179.0,3
14708.0,2,28,1126.37,0
14709.0,14,196,4921.04,0
14710.0,13,139,606.13,0
14711.0,9,357,2868.8,0
14712.0,28,25,917.07,0
14713.0,8,339,2666.36,0
14714.0,23,10,160.19,0
14715.0,24,71,867.38,0
14716.0,42,55,329.68,0
14719.0,1,237,1602.13,0
14720.0,5,37,663.81,0
14722.0,146,29,187.92000000000002,1
14723.0,9,278,1158.3,0
14725.0,24,52,718.08,0
14727.0,273,10,268.58,3
14729.0,373,71,313.49,3
14730.0,0,501,2005.06,0
14731.0,46,45,380.02,1
14732.0,7,147,2702.4900000000002,0
14733.0,15,202,9585.91,0
14735.0,3,194,6065.69,0
14737.0,3,17,1164.55,0
